OBJECTID,DESCRIPTION,TREE_LEVEL
1175,Ostalpin: Dogger,1.0
1176,Saluver-Fm.,2.0
1177,Bardella-Fm.,2.0
1178,Salteras-Fm.,2.0
1179,Salamun-Brekzie,2.0
1180,Err-Brekzie,2.0
1181,Allgäu-Fm.,1.0
1182,Allgäu-Fm.: Mezzaun-Mb.,2.0
1183,Allgäu-Fm.: Blaisun-Mb.,2.0
1184,Allgäu-Fm.: Trupchun-Mb.,2.0
1185,Agnelli-Fm.,1.0
1186,Agnelli-Fm.: Knollenkalk-Fazies,1.0
1187,Agnelli-Fm.: Echinodermenkalk-Fazies,1.0
1188,Alv-Brekzie,1.0
1189,Kössen-Fm.,1.0
1190,Kössen-Fm.: Zirmenkopf-Mb.,2.0
1191,Kössen-Fm.: Mitgel-Mb.,2.0
1192,Kössen-Fm.: Ramoz-Mb.,2.0
1193,Kössen-Fm.: Schesaplana-Mb.,2.0
1194,Kössen-Fm.: Alplihorn-Mb.,2.0
1195,Ostalpin: Hauptdolomit-Gr.,1.0
1196,Murtèr-Plattenkalk,2.0
1197,Murteret-Dolomit,2.0
1198,Diavel-Fm.,2.0
1199,Quattervals-Fm.,2.0
1200,Quattervals-Fm.: Crappa-Mala-Mb.,3.0
1201,Quattervals-Fm.: Pra-Grata-Mb.,3.0
1202,Müschauns-Dolomit,2.0
1203,Ostalpin: Raibl-Gr.,1.0
1204,Fanez-Fm.,2.0
1205,Fanez-Fm.: Valbella-Mb.,3.0
1206,Fanez-Fm.: Dolomit,3.0
1207,Fanez-Fm.: Mezdi-Mb.,3.0
1208,Fanez-Fm.: Cluozza-Mb.,3.0
1209,Fanez-Fm.: Stugl-Gips,3.0
1210,Minger-Fm.,2.0
1211,Minger-Fm.: Dolomit,3.0
1212,Mingèr-Fm.: Mora-Mb.,3.0
1213,Garone-Fm.,1.0
1214,Arlberg-Fm.,1.0
1215,Partnach-Fm.,1.0
1216,Altein-Fm.,1.0
1217,Altein-Fm.: Parai-Alba-Mb.,2.0
1218,Prosanto-Fm.,1.0
1219,Vallatscha-Fm.,1.0
1220,Vallatscha-Fm.: Tiaun-Brekzie,2.0
1221,Vallatscha-Fm.: Dolomit,2.0
1222,Vallatscha-Fm.: Turettas-Mb.,2.0
1223,Vallatscha-Fm.: Landwasser-Mb.,2.0
1224,S-charl-Fm.,2.0
3802,Undifferenzierte lithologische Einheit: Tektonische Brekzie,3.0
3803,Lochsiten-Kalk,4.0
3804,Salleren-Brekzie,4.0
3805,Undifferenzierte lithologische Einheit,2.0
3806,Undifferenzierte lithologische Einheit: Gips,4.0
3807,Undifferenzierte lithologische Einheit: Rauwacke,4.0
3808,Undifferenzierte lithologische Einheit: Dolomitmarmor,4.0
3809,Undifferenzierte lithologische Einheit: Ganggestein,2.0
3989,Undifferenzierte stratigraphische Einheit: Lias,4.0
3990,Undifferenzierte stratigraphische Einheit: Dogger,4.0
3991,Undifferenzierte stratigraphische Einheit: Malm,4.0
3992,Undifferenzierte stratigraphische Einheit: Kreide,4.0
3993,Undifferenzierte stratigraphische Einheit: Trias,4.0
3994,Undifferenzierte lithologische Einheit: Sedimentgestein,3.0
3995,Undifferenzierte lithologische Einheit: Kristallingestein,3.0
3996,Undifferenzierte lithologische Einheit: Granit,4.0
